,"PRECIPITAÇÃO TOTAL, MENSAL (MM)","PRESSAO ATMOSFERICA AO NIVEL DA ESTACAO, MENSAL (MB)",PRESSÃO ATMOSFERICA MAX.MENSAL (AUT) (MB),PRESSÃO ATMOSFERICA MIN. MENSAL (AUT) (MB),RADIACAO GLOBAL (KJ/M²),"TEMPERATURA DO AR - BULBO SECO, MENSAL (°C)",TEMPERATURA DO PONTO DE ORVALHO (°C),TEMPERATURA MÁXIMA MENSAL (AUT) (°C),TEMPERATURA MÍNIMA MENSAL (AUT) (°C),TEMPERATURA ORVALHO MAX. MENSAL (AUT) (°C),TEMPERATURA ORVALHO MIN. MENSAL (AUT) (°C),UMIDADE REL. MAX. MENSAL (AUT) (%),UMIDADE REL. MIN. MENSAL (AUT) (%),"UMIDADE RELATIVA DO AR, MENSAL (%)","VENTO, RAJADA MAXIMA (M/S)","VENTO, VELOCIDADE MENSAL (M/S)",FOCOS DE QUEIMADA
2019-01-31,0.021236559139784946,969.5533602150537,969.8231182795699,969.2817204301075,1127.4089857761285,28.9627688172043,15.502016129032258,29.638709677419357,28.290188172043013,16.087634408602153,14.955779569892474,49.63172043010753,44.314516129032256,46.88709677419355,6.443951612903226,2.763037634408602,115
2019-02-28,0.19464285714285717,968.7251488095238,969.0508928571428,968.4000000000001,1043.8741375811687,27.767410714285717,19.20922619047619,28.418750000000003,27.168005952380955,19.754315476190477,18.63854166666667,66.00297619047619,60.055059523809526,63.14434523809524,4.908630952380952,1.7721726190476192,35
2019-03-31,0.1739247311827957,969.413440860215,969.7147177419355,969.1153897849462,1133.9306691628265,26.725806451612904,19.930913978494623,27.34556451612903,26.150336021505375,20.514045698924733,19.375604838709677,71.63239247311827,65.21034946236558,68.49395161290323,4.768077956989247,1.7510752688172042,46
2019-04-30,0.04527777777777778,969.2245833333333,969.5113194444444,968.9246527777777,1098.892509920635,27.28659722222222,19.7275,27.9525,26.64784722222222,20.282013888888887,19.188055555555554,68.76041666666667,62.321527777777774,65.57777777777778,4.987083333333333,1.9120138888888891,25
2019-05-31,0.04247311827956989,969.4587365591399,969.7260752688171,969.192876344086,988.1492271505376,27.874865591397853,16.5380376344086,28.554569892473115,27.23709677419355,17.015591397849462,16.076209677419357,55.56586021505376,50.395161290322584,52.94892473118279,6.422043010752688,2.7522849462365593,67
2019-06-30,0.015000000000000001,972.3887500000001,972.6227777777779,972.1481944444444,960.1303926282052,26.445,15.221944444444443,27.03875,25.879305555555554,15.630277777777776,14.806666666666665,55.325,50.69027777777778,53.02361111111111,8.742916666666666,4.0881944444444445,340
2019-07-31,0.0008064516129032259,972.4202956989246,972.6666666666666,972.1702956989246,1001.0663668320926,26.36801075268817,14.169086021505375,26.98010752688172,25.79489247311828,14.576747311827958,13.771639784946236,52.17338709677419,47.778225806451616,49.94892473118279,8.889516129032259,4.082123655913978,561
2019-08-31,0.0,973.4236559139785,973.6872311827958,973.1575268817204,1201.789368796526,26.785887096774193,12.720833333333333,27.409408602150535,26.186827956989248,13.154032258064516,12.265994623655914,46.969086021505376,42.56586021505376,44.77284946236559,9.97258064516129,4.724462365591398,2117
2019-09-30,0.0,970.7552777777778,971.0334722222221,970.4825000000001,1249.7991319444445,29.096111111111114,12.429166666666667,29.759722222222223,28.46652777777778,12.898333333333332,11.939861111111112,40.583333333333336,36.52361111111111,38.55694444444445,9.210555555555556,4.261111111111111,3137
2019-10-31,0.03198924731182796,968.6770161290322,968.9719086021505,968.3793010752687,1269.2911962365592,29.95188172043011,13.193413978494624,30.619758064516127,29.307526881720428,13.692876344086022,12.659677419354837,40.778225806451616,36.45295698924731,38.61693548387097,8.725268817204302,3.9803763440860216,2671
